Code type,country,recipient_name,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,Reporting Organisation Narrative
Family planning,Canada,Honduras,0.31673200394976564,0.1799108848336131,0.2657570920112205,0.16888967998062562,0.39120261076125606,0.426897296435104,Canada
Family planning,Canada,Indonesia,0.45222,0.424992,0.2871,,0.12842375,0.24538089999999999,Canada
Family planning,Canada,Jordan,,,0.025121250000000005,0.05852752654901249,0.053830833768201004,0.061190432460528014,Canada
Family planning,Canada,Kenya,,,0.35128672371476977,0.5043108639298962,0.8323615062578287,0.6269677649242517,Canada
Family planning,Canada,Lebanon,,,0.02871,0.0668886017703,0.061520952877944,0.069931922812032,Canada
Family planning,Canada,Malawi,0.08366052152384001,0.12536830418688003,0.1187359276048,0.17535603493656002,0.13488212863865598,0.0697498814848128,Canada
Family planning,Canada,Mali,2.3877216,2.674783230016,1.6617777549449997,2.262092853707395,3.8592906956138604,1.538501019419013,Canada
Family planning,Canada,Mauritania,,,0.08147278836949999,0.1137283651735,0.10866625,0.087494,Canada
Family planning,Canada,Morocco,0.037685,0.03728,0.039875,0.007825,,,Canada
Family planning,Canada,Mozambique,5.60078505860001,4.9402480319024,6.732671166920601,5.132525167145371,1.4877112249117999,1.5752696582616577,Canada
Family planning,Canada,Myanmar,0.45222,0.44736,0.8471029050000001,1.223546735,0.6648068404599999,0.8415785378,Canada
Family planning,Canada,Nepal,0.002324490754304881,0.0009450992880792962,0.00141430275868035,0.00030119940193875,,,Canada
Family planning,Canada,Nicaragua,0.009496620000000004,0.39472064,0.4298525,0.2934375,0.2173325,,Canada
Family planning,Canada,Niger (the),0.6994336,,0.28000336913175,0.116105930545,0.12849061736203,0.10034100037742001,Canada
Family planning,Canada,Nigeria,0.5791511822750001,0.1950761744,0.4183590576,1.3151617594887497,0.294914227832,0.21159408969600002,Canada
Family planning,Canada,"Oceania, regional",,,0.3389375,0.16628125,0.16793875,0.1690225,Canada
Family planning,Canada,Pakistan,,1.3048,0.996875,0.7825,0.987875,,Canada
Family planning,Canada,"Palestine, State of",0.15030488899,0.15157436608,0.167410282875,0.1399480053953,0.227882856802944,0.22065644466203202,Canada
Family planning,Canada,Peru,0.74745535250712,0.79792576302592,0.676532958706,0.6508202965359999,0.54605423370792,0.471767648,Canada
Family planning,Canada,Philippines (the),0.3599954078684001,0.9154007801345919,1.182445720755958,0.8837028181911936,1.3877444574307547,0.8861727029478645,Canada
Family planning,Canada,Saint Lucia,,,,0.04890625,0.014818125,0.022370625,Canada
Family planning,Canada,Saint Vincent and the Grenadines,,,,0.04890625,0.014818125,0.022370625,Canada
Family planning,Canada,Senegal,0.09388863511000001,1.1829829772800002,1.2995109738875,0.3560142495775,1.4283191066844,2.28602009445032,Canada
Family planning,Canada,Sierra Leone,0.024661293124799998,0.3490814842816,0.22748466752,0.46515955943575,0.4891576381878341,0.106733813469396,Canada
Family planning,Canada,Somalia,,0.07456,0.319,0.23475,0.09429179727038402,0.249241666352672,Canada
Family planning,Canada,South Africa,,0.47039680320000005,0.27969341812500004,0.11220287062499999,,,Canada
Family planning,Canada,South Sudan,0.7887383489079685,2.8365253477424006,6.020661139185249,2.055416851,2.394609,0.819262,Canada
Family planning,Canada,"South of Sahara, regional",6.517997599999999,3.728,1.04632,,0.50870093624,0.0101774030958,Canada
Family planning,Canada,Sudan (the),0.019603737000000003,0.009009082950912,0.019554070644899998,0.0340469112246,0.027581285986548,0.012953861142504,Canada
Family planning,Canada,"Tanzania, United Republic of",1.75574415,2.7043728432,2.26145982425,4.51796382586,1.548669525949196,3.2034429923693684,Canada
Family planning,Canada,Togo,0.10250320000000004,,0.05423,0.03325625000000001,,,Canada
Family planning,Canada,Uganda,,,0.4217812353094219,0.7431532119246375,1.2283917098665516,0.9415720265240064,Canada
Family planning,Canada,Zambia,0.07680377858400002,0.096636688488,0.22995356482999998,0.42916831559225,0.482600622791,0.23172857342827996,Canada
Family planning,Denmark,"Developing countries, unspecified",12.086853519635,16.6661,20.683,14.19,11.8215423353,6.825941371488,Denmark
Family planning,Denmark,Egypt,,,,0.016852753499999998,,,Denmark
Family planning,Denmark,Ethiopia,,,,-0.122119337241,,,Denmark
Family planning,Denmark,"Tanzania, United Republic of",,,2.3865,,,,Denmark
Family planning,Denmark,Uganda,0.5996,,0.4773,,0.21059189387199997,,Denmark
Family planning,Finland,Bolivia (Plurinational State of),0.014101362,,,,,,Finland
Family planning,Finland,Lao People's Democratic Republic (the),0.04408425,,0.07913591099999999,,,,Finland
Family planning,Finland,Malawi,0.17056994039999998,0.1808698001,,,,,Finland
Family planning,Finland,"South & Central Asia, regional",0.16794,0.171195,0.201195,0.17969,,,Finland
Family planning,Netherlands,Angola,,,,,0.062454275000000004,,Netherlands
Family planning,Netherlands,Bangladesh,0.5558881176,,0.050651432999999996,,,,Netherlands
Family planning,Netherlands,Burundi,,0.212772559,,,0.30920970000000003,,Netherlands
Family planning,Netherlands,Congo (the Democratic Republic of the),0.7254325044,,,,,,Netherlands
Family planning,Netherlands,"Developing countries, unspecified",1.7178907284,12.856470587999999,1.49121,17.998982861999995,10.050566775,,Netherlands
Family planning,Netherlands,Egypt,,,0.26710056449999997,1.354865771,0.302808575,,Netherlands
Family planning,Netherlands,Ethiopia,4.5714275639999995,5.9356833117,8.727689978999999,7.770849428999999,5.117429349999999,,Netherlands
Family planning,Netherlands,Mali,5.2179999228,4.6018517082,10.4184203265,7.5710965120000004,10.244123675,0.06799160430000001,Netherlands
Family planning,Netherlands,Mozambique,7.082504510399999,7.9347341745,2.7891532665000005,0.020859895,,,Netherlands
Family planning,Netherlands,Niger (the),9.6235038864,7.6784187379,10.1226234375,6.028071,1.4665013249999999,0.082781235,Netherlands
Family planning,Netherlands,Senegal,0.105007284,,0.022268736,,,,Netherlands
Family planning,Norway,Afghanistan,,,,,0.997,,Norway
Family planning,Norway,"Africa, regional",,0.104296365,0.1066715208,0.12001860199999999,0.1058219788,0.0637821774,Norway
Family planning,Norway,Colombia,0.37062,0.4440964338,0.3827678976,0.32325799280000006,,,Norway
Family planning,Norway,"Developing countries, unspecified",11.644,7.3809,12.4548,18.5476,31.55505,2.23425,Norway
Family planning,Norway,Ethiopia,0.18678316480000004,0.17285271300000002,0.2137097016,0.163810736,,,Norway
Family planning,Norway,Guatemala,0.18658800000000003,0.174344823,0.20635706280000002,0.163843038,,,Norway
Family planning,Norway,Kenya,,0.0192015972,0.0210458184,0.0212347096,0.02307058,,Norway
Family planning,Norway,Lebanon,0.38987520000000003,0.4779,1.164,,-0.0053327536,,Norway
Family planning,Norway,Madagascar,,,,1.563,1.4955,,Norway
Family planning,Norway,Malawi,1.136,,,,0.24925,-0.0578708484,Norway
Family planning,Norway,Mozambique,0.493024,0.531,0.291,0.2605,0.4985,0.5958,Norway
Family planning,Norway,Nepal,,,,0.7294,1.1964,,Norway
Family planning,Norway,Nigeria,0.54528,0.8496,0.37248,1.6672,1.5952,,Norway
Family planning,Norway,Pakistan,,,,0.08336,0.06979,,Norway
Family planning,Norway,"Palestine, State of",0.29536,0.320724,,0.2822900956,0.22840093539999998,,Norway
Family planning,Norway,Philippines (the),,0.0531,,,,,Norway
Family planning,Norway,"Tanzania, United Republic of",0.07110792,0.06907779000000001,,0.06727600060000001,0.0050150097,,Norway
Family planning,Norway,"Western Africa, regional",,,,,1.994,,Norway
Family planning,Norway,Zimbabwe,0.1724102656,0.18303145199999998,0.1876457628,0.3236562452,0.31112770829999997,0.20791602809999998,Norway
Family planning,UK,"Africa, regional",163.45952717415994,100.5702392531999,78.33191502460002,34.82574779880001,40.95773420559999,6.809402754000001,UK
Family planning,UK,Bangladesh,5.698439994008,7.576266817389999,2.644986702273,0.7112316461439999,0.597722329755,0.048675,UK
Family planning,UK,Congo (the Democratic Republic of the),2.9681576249600004,4.08641371008,1.8292575045119999,0.42424811856999994,4.207356338225,1.768990333,UK
Family planning,UK,"Developing countries, unspecified",65.652466517856,12.976027595899994,43.37225081087399,69.11829084010999,84.73213666205999,68.7290563872,UK
Family planning,UK,Ethiopia,22.591926920960002,23.363772240249997,5.853207848679999,1.031679545475,,,UK
Family planning,UK,Ghana,,0.0096163416,0.06329912111,0.13227376789,1.3820238192499998,1.9764098244000001,UK
Family planning,UK,Iraq,,,2.7224483934999997,2.2825253724000003,5.0009104874,2.161529546,UK
Family planning,UK,Kenya,4.3505593373039995,9.714225519,6.16394202263,6.930806778299999,5.604527836900001,1.188868054,UK
Family planning,UK,Malawi,12.490450328120001,5.532780974,3.691677193,3.78939663888,1.737459187555,0.8401353675000001,UK
Family planning,UK,"Middle East, regional",,,,1.6339699999999997,2.38393,,UK
Family planning,UK,Mozambique,0.53100075336,,2.95205712574,7.651371535393999,5.743764116719,11.018603778160001,UK
Family planning,UK,Myanmar,0.0003866723,,,,,,UK
Family planning,UK,Nepal,4.134093836079999,4.8477557122,1.10280555511,0.12883225,0.08716538917,0.052569,UK
Family planning,UK,Nigeria,8.06319234652,6.27073146125,2.8586101581950003,1.10611624288,4.01029146238,0.7777963864,UK
Family planning,UK,Pakistan,15.78734122456,17.970507444700004,13.437854383540001,4.28285960096,11.881011137089999,4.156566968400001,UK
Family planning,UK,Somalia,2.21372874012,3.4472064824,2.1073426581000003,0.18474104735000002,,,UK
Family planning,UK,"Tanzania, United Republic of",3.66778492308,0.0960491007,,0.0099307669,0.10712628599999999,,UK
Family planning,UK,Uganda,0.19467044084,0.2510083011,0.0065868516,,0.00904400307,,UK
Family planning,UK,Zambia,0.42043227215999995,,,,,,UK
Family planning,UK,Zimbabwe,2.5300540136,2.49552234664,0.17500378750399997,,,,UK
Family planning,UNDP,Armenia,,,,,,0.016821,UNDP
Family planning,UNICEF,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0,UNICEF
Family planning,UNICEF,Albania,,,,0.0694945342,0.1092177562,0.044634639000000004,UNICEF
Family planning,UNICEF,Angola,,0.08108793199999999,0.04309379016,0.08075224708000003,0.10496141211999997,0.028533832,UNICEF
Family planning,UNICEF,Argentina,,,0.14443719449999998,0.53128713591,0.9974964180800002,0.20225866076,UNICEF
Family planning,UNICEF,Armenia,,,0.00701116,0.20650118694999997,0.126832218,0.24358916,UNICEF
Family planning,UNICEF,Belarus,,,0.078060956,0.048577232500000005,0.08341474233000001,0.031723146000000015,UNICEF
Family planning,UNICEF,Belize,0.025393759999999998,0.08267305400000001,0.1185295127,0.011007740000000002,0.02850219520000001,0.031152935999999992,UNICEF
Family planning,UNICEF,Benin,0.14266958600000001,0.20088060800000004,0.4134810076799999,0.5291964519600002,0.4803438070599999,0.24078147707999994,UNICEF
Family planning,UNICEF,Bhutan,0.016179947000000004,0.021894278,0.017944651619999998,0.019519308270000004,0.030378413870000006,0.006268374000000001,UNICEF
Family planning,UNICEF,Botswana,,,,0.17196555462,0.46700549002,0.19119302948,UNICEF
Family planning,UNICEF,Brazil,,,,,,0.09092365737000002,UNICEF
Family planning,UNICEF,Burundi,0.0,0.0,0.0,0.0,0.0,0.004667324699999999,UNICEF
Family planning,UNICEF,Cabo Verde,0.000139518,0.0022526219999999997,0.010803657999999999,0.048091509,0.00044311200000000006,4.3799999999999996e-06,UNICEF
Family planning,UNICEF,China,,,0.021120225,0.03759872499999999,0.05995252499999996,0.023726250000000004,UNICEF
Family planning,UNICEF,Colombia,0.036527519,0.036186774,0.016170978,0.000200882,5.290000000000015e-07,9.2e-08,UNICEF
Family planning,UNICEF,Cuba,,0.026985893,0.066284251,0.092583645,0.08002126000000001,0.03397193799999999,UNICEF
Family planning,UNICEF,Côte d'Ivoire,0.011665871999999999,0.04253868000000001,0.7980506285699999,1.3040392917000005,1.40087502915,0.5991752109000001,UNICEF
Family planning,UNICEF,Dominican Republic (the),0.008276031000000001,0.004857489,0.007015928759999999,0.009700351919999996,0.0452092392,0.023191205230000005,UNICEF
Family planning,UNICEF,Ecuador,0.06633,0.14609,0.107028,0.107905,0.002504,0.0,UNICEF
Family planning,UNICEF,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,UNICEF
Family planning,UNICEF,Gabon,0.028512172,0.021682682,0.05411350326999999,0.02146139132,0.001138518,0.0,UNICEF
Family planning,UNICEF,Ghana,0.080420894,0.189015763,0.43910329684000005,0.7808992064300005,0.28026988300000005,0.001912013,UNICEF
Family planning,UNICEF,Guatemala,0.039639552,0.022459688,0.018565844,-5.24e-07,,0.0,UNICEF
Family planning,UNICEF,Guyana,0.16427270500000002,0.045053497000000005,0.25412994419000007,0.11208097762000002,0.011308655,4.547473508864641e-19,UNICEF
Family planning,UNICEF,India,0.03258109000000001,0.016449192,0.0215345672,0.030076553280000008,0.28837272026,0.2380535211600001,UNICEF
Family planning,UNICEF,Indonesia,,,0.12322902899999999,0.149500827,0.5151263599999999,0.304973963,UNICEF
Family planning,UNICEF,Iran (Islamic Republic of),0.088299904,0.089432768,0.020168352,0.12041748128,0.26318558400000003,0.20673683199999998,UNICEF
Family planning,UNICEF,Jamaica,0.031783554,0.018038592,0.06897897270000002,0.3003424067600001,0.30036478394,0.07772007868000001,UNICEF
Family planning,UNICEF,Kenya,0.049278075,0.012504,0.0524734185,0.15444923979000008,0.19671221850000006,0.14913597720000002,UNICEF
Family planning,UNICEF,Kyrgyzstan,0.164683636,0.10166231999999997,0.12702250052,0.25563598469999993,0.04705894200000001,0.000927338,UNICEF
Family planning,UNICEF,Lebanon,0.0034973409999999993,0.002401575,0.00181022011,0.000456863,3.0914e-05,6.395999999999999e-06,UNICEF
Family planning,UNICEF,Lesotho,,,,,,0.00048571359,UNICEF
Family planning,UNICEF,Madagascar,,,0.02604487722,0.1365485951,0.13823046108,0.08706099741,UNICEF
Family planning,UNICEF,Maldives,0.000993517,0.0015212110000000002,0.002336908100000001,0.0009623224700000002,5.960500000000001e-05,-4.1674999999999997e-05,UNICEF
Family planning,UNICEF,Moldova (the Republic of),,,,,0.08680380785000001,0.1860719545,UNICEF
Family planning,UNICEF,Mongolia,0.004790207999999999,0.005937798,0.014466459119999999,0.0220990263,0.11543845444000002,0.059403045560000006,UNICEF
Family planning,UNICEF,Montenegro,0.00290229,0.00433806,0.00244815,0.0068454258,0.00042111000000000004,0.00030083999999999997,UNICEF
Family planning,UNICEF,Morocco,0.0025853760000000003,0.007607903999999999,0.020880174720000002,0.017289143999999996,0.006162305999999999,7.473e-05,UNICEF
Family planning,UNICEF,Namibia,0.09941955100000001,0.081235275,0.19095252451,0.2294118195600001,0.17694072318999993,0.07637348345,UNICEF
Family planning,UNICEF,Nepal,0.20973531,0.130805325,0.3697921512000001,0.6004422178500001,0.57004247789,0.030242611360000005,UNICEF
Family planning,UNICEF,Niger (the),,,,,0.00520194036,0.00393975132,UNICEF
Family planning,UNICEF,Pakistan,,,,,0.02981874378,0.02626333692,UNICEF
Family planning,UNICEF,Papua New Guinea,0.004559659000000001,0.0010463180000000003,0.000594724,2.041e-06,0.000250263,1.6900000000000002e-07,UNICEF
Family planning,UNICEF,Paraguay,,,,,,0.0,UNICEF
Family planning,UNICEF,Peru,0.25114504800000004,0.26706526,1.3213890438,0.88529517139,0.6280091741000003,0.30971071439,UNICEF
Family planning,UNICEF,Philippines (the),0.119795338,0.16085529399999998,0.17279430345000002,0.2063230795,0.44532118806999993,0.20259572164,UNICEF
Family planning,UNICEF,Sao Tome and Principe,0.000864292,0.003770096000000001,0.0030551818,0.0036323812800000002,0.000540496,2.6400000000000003e-07,UNICEF
Family planning,UNICEF,Senegal,0.007462818000000001,0.02384827200000001,0.058483505340000005,0.06706755954000004,0.042380651160000005,0.010217700000000007,UNICEF
Family planning,UNICEF,Sierra Leone,,0.089756994,0.07447988754000001,0.09648345348,0.03988163154000001,0.00898035,UNICEF
Family planning,UNICEF,South Africa,,0.11249481399999998,0.11497306823999999,0.2261543848200001,0.39762713774999997,0.16702721713999996,UNICEF
Family planning,UNICEF,Tajikistan,0.10618847999999999,0.083208387,0.2695514156199999,0.4201361620500004,0.10235551723999996,0.008102842919999999,UNICEF
Family planning,UNICEF,"Tanzania, United Republic of",0.069582287,0.10597102500000002,0.20111846933999994,0.2355143007699999,0.034189499240000004,0.0007350309999999999,UNICEF
Family planning,UNICEF,Thailand,1.8911637800000005,2.07444931,2.5978132053000005,0.72121243586,0.13901988708000004,0.048573662579999996,UNICEF
Family planning,UNICEF,Togo,0.00283308,0.008158752,0.009990797280000002,0.0121665024,0.012371107680000005,0.000526368,UNICEF
Family planning,UNICEF,Uganda,0.12459303499999996,0.176784454,0.8036962129100002,0.8587562514399995,0.4829176725999998,0.11726591241999999,UNICEF
Family planning,UNICEF,Uzbekistan,,,0.12603037743999998,0.34425191097,0.11665917692,0.045256650999999995,UNICEF
Family planning,UNICEF,Venezuela (Bolivarian Republic of),,,,,0.02102657172,0.017142809999999998,UNICEF
Family planning,UNICEF,Viet Nam,,,,0.0013227790000000003,0.0031166658500000007,0.0010708059499999999,UNICEF
Family planning,UNICEF,Zambia,0.0009305440000000005,0.001090876,0.00272379446,0.0012217251799999998,0.11197159342,0.12477081603999998,UNICEF
Family planning,UNICEF,Zimbabwe,,,,0.00562890768,0.002696916,0.001992456,UNICEF
Family planning,US,Afghanistan,26.635811,7.027922,6.084431,1.721119,-4.853473,1.29,US
Family planning,US,"Africa, regional",0.194743,0.868781,2.51957,2.309412,1.561869,,US
Family planning,US,"America, regional",2.153809,0.243915,0.935133,0.543929,1.596846,0.764756,US
Family planning,US,Angola,0.853469,1.200657,0.940828,4.464055,1.78296,0.730485,US
Family planning,US,Armenia,0.043559,,,,,,US
Family planning,US,"Asia, regional",1.789288,1.083072,1.305562,1.208364,0.842306,1.285861,US
Family planning,US,Azerbaijan,,,0.1,,,,US
Family planning,US,Bangladesh,1.325168,0.999246,7.699851,2.750932,0.990809,1.691598,US
Family planning,US,Benin,3.003555,0.3521,0.527381,0.822534,0.024564,0.179778,US
Family planning,US,Brazil,,,,,,0.00106,US
Family planning,US,Burkina Faso,0.30725,2.068452,2.128284,6.28349,11.496655,3.916751,US
Family planning,US,Burundi,0.244328,2.65871,3.576592,4.605275,2.112468,1.501294,US
Family planning,US,Cambodia,1.520431,0.875775,0.235494,0.070218,1e-06,0.025619,US
Family planning,US,Congo (the Democratic Republic of the),13.613429,12.705465,26.973069,17.885916,16.334741,9.232627,US
Family planning,US,Côte d'Ivoire,0.009042,,,,0.11,0.09,US
Family planning,US,"Developing countries, unspecified",100.686007,113.087469,108.493771,189.321702,243.189646,94.417148,US
Family planning,US,Egypt,3.329259,2.062386,4.654461,5.658805,11.270988,5.464037,US
Family planning,US,Ethiopia,30.345749,22.019252,22.616206,31.729796,15.523101,7.663382,US
Family planning,US,Ghana,-1.331771,3.660542,3.485431,1.62267,0.308862,0.603579,US
Family planning,US,Guatemala,4.159876,1.176762,4.004082,3.600457,6.464253,2.336121,US
Family planning,US,Guinea,0.859903,2.165463,3.65656,2.068709,2.346905,1.816242,US
Family planning,US,Haiti,8.091954,8.574333,7.627135,6.753736,2.221602,4.009233,US
Family planning,US,India,9.556787,12.575891,9.593366,7.58246,7.412029,4.397624,US
Family planning,US,Japan,,0.004673,,,,,US
Family planning,US,Jordan,23.553065,36.279974,21.360121,12.148292,19.997032,4.08345,US
Family planning,US,Kenya,18.608531,14.300664,7.184291,9.47887,12.749569,8.632198,US
Family planning,US,Kyrgyzstan,0.088105,0.05296,0.033386,,,,US
Family planning,US,Liberia,4.049469,5.530402,5.092278,7.582452,1.634595,1.930279,US
Family planning,US,Lithuania,,,,,,0.00488,US
Family planning,US,Madagascar,6.361824,12.7851,6.15624,13.110782,7.810653,6.47585,US
Family planning,US,Malawi,6.918013,11.848895,6.456036,5.829983,6.420897,4.0275,US
Family planning,US,Mali,9.04028,5.121,0.501032,1.983721,3.18131,4.582093,US
Family planning,US,"Middle East, regional",,0.00154,,,,,US
Family planning,US,Morocco,,,,0.001731,-0.001731,,US
Family planning,US,Mozambique,4.250702,2.567571,7.161226,5.277527,1.351383,1.894802,US
Family planning,US,Nepal,8.087568,5.591067,5.621937,11.647143,14.855906,6.422964,US
Family planning,US,Niger (the),0.007956,2.605653,2.028133,4.748931,8.308507,3.527481,US
Family planning,US,Nigeria,18.575087,22.433518,33.487352,40.95941,41.718054,18.244653,US
Family planning,US,Pakistan,3.89789,4.76068,5.472631,2.250694,0.733372,0.066727,US
Family planning,US,Philippines (the),10.921772,11.306385,14.234235,13.357978,14.54673,5.235085,US
Family planning,US,Rwanda,8.587105,5.917199,11.042017,8.58104,4.571659,3.059042,US
Family planning,US,Senegal,16.616225,11.268173,5.731872,8.740029,8.381828,3.241593,US
Family planning,US,Sierra Leone,0.059916,0.020736,0.141135,1.362118,1.958677,2.028968,US
Family planning,US,South Africa,0.007615,,,,0.002299,0.070561,US
Family planning,US,South Sudan,0.398719,3.292573,5.12806,9.958049,5.050983,1.251704,US
Family planning,US,"South of Sahara, regional",6.921147,4.705938,10.609819,20.989369,7.86181,5.285717,US
Family planning,US,Sudan (the),,,,-0.001285,,,US
Family planning,US,Tajikistan,-0.024854,,,,,,US
Family planning,US,"Tanzania, United Republic of",18.147612,23.371924,16.464326,12.821299,21.289011,5.736295,US
Family planning,US,Thailand,,0.000263,,0.010556,0.005931,0.003725,US
Family planning,US,Timor-Leste,0.860122,1.228983,0.10764,1.345709,0.908189,0.337168,US
Family planning,US,Turkey,0.000122,,,,,,US
Family planning,US,Uganda,17.506494,16.547305,18.903179,18.874207,24.902079,9.381956,US
Family planning,US,Ukraine,-0.004714,,-0.048506,,-0.008961,,US
Family planning,US,Yemen,0.921633,3.13546,1.46523,0.786683,1.7e-05,-0.060076,US
Family planning,US,Zambia,4.183025,9.383664,8.094162,12.573298,8.884805,5.360525,US
Family planning,US,Zimbabwe,3.524173,1.746799,1.814272,2.346074,0.600583,0.716301,US
Family planning,World Bank,Afghanistan,0.0,0.0,0.0,,,,World Bank
Family planning,World Bank,Burundi,,0.13739475,0.64014555,0.35069744999999997,1.9013803500000002,,World Bank
Family planning,World Bank,Congo (the Democratic Republic of the),,1.36712328,0.14573536,6.448935840000001,10.89398096,7.0055724800000005,World Bank
Family planning,World Bank,Lao People's Democratic Republic (the),1.9721966000000002,0.7255150000000001,0.4879008000000001,-0.0043251999999999995,,,World Bank
Family planning,World Bank,Niger (the),19.570905059999998,1.5533687399999998,1.42893282,2.84851014,-0.08052764999999999,,World Bank
Family planning,World Bank,Nigeria,,2.8953982000000003,25.0298638,,,,World Bank
Family planning,World Bank,Pakistan,0.44017836,5.01672436,2.8378398000000002,2.1881406,-1.865824,,World Bank
Family planning,World Bank,Papua New Guinea,,,0.0399312,0.04352892,0.20975723999999998,0.203232,World Bank
Reproductive health care,Asian Development Bank,Cambodia,,,,0.0,0.02496,0.0,Asian Development Bank
Reproductive health care,Asian Development Bank,Myanmar,,,,,1.2807397440000001,0.0,Asian Development Bank
Reproductive health care,Belgium,Benin,0.19689957360000002,1.1679094095,2.9823217695,2.683457693,2.8012071249999995,,Belgium
Reproductive health care,Belgium,Burkina Faso,0.18103484160000002,1.5624591021,2.349851085,1.5984323950000001,0.7794192249999999,,Belgium
Reproductive health care,Belgium,Congo (the Democratic Republic of the),,,0.35036215649999997,,0.07586025,,Belgium
Reproductive health care,Belgium,"Developing countries, unspecified",,,0.2367,0.2114,2.3062499999999995,0.256925,Belgium
Reproductive health care,Belgium,Guinea,0.0809437212,0.5560504904,1.2317288085,1.7264213539999997,1.57901045,,Belgium
Reproductive health care,Belgium,Niger (the),,0.1524171911,0.1504903095,0.13332469499999997,,,Belgium
Reproductive health care,Belgium,"Palestine, State of",,,,0.16742140099999997,1.244555,,Belgium
Reproductive health care,Belgium,Rwanda,2.1713589576,11.6987917917,13.982233518,11.693967292,7.952931949999999,,Belgium
Reproductive health care,Belgium,Senegal,0.08636594399999999,1.5006554245,2.7152673615,3.316602807,2.3612945499999998,,Belgium
Reproductive health care,Canada,Afghanistan,,0.477184,0.5104,0.3443,,0.604504,Canada
Reproductive health care,Canada,"Africa, regional",4.44863888,4.89531136,15.05560375,8.490125,8.86756115,13.03258318496,Canada
Reproductive health care,Canada,"America, regional",1.2830988799999998,0.79451136,2.01647875,0.61621875,0.9151674000000001,1.43153260376,Canada
Reproductive health care,Canada,"Asia, regional",3.84567888,4.7433121182336,8.542225959814937,5.725192957352284,6.04964769036923,6.67926775009204,Canada
Reproductive health care,Canada,Bangladesh,3.197504417,2.60311477955072,2.869652121644,2.8262374999835003,3.810393510435389,3.141193978008541,Canada
Reproductive health care,Canada,Benin,,0.5761067550136653,0.670030317183623,0.97164755838981,1.0525662950106522,1.0409210006768013,Canada
